# {'participant': 'corentin', 'session': 'baseline', 'EEG': 'Yes', 'date': '2022_févr._02_1555', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.00494997803983}
condition,block_num, subj, EEG, trial,time, stimulus, response
baseline_1,1,corentin,Yes,201,187.9296491146,tap,l
baseline_1,1,corentin,Yes,202,194.7252991199,probe_task,3
baseline_1,1,corentin, Yes,202,197.1590909958,probe_intention,1
baseline_1,1,corentin,Yes,202,200.0597219467,probe_distraction,0
baseline_1,1,corentin,Yes,203,203.8422210217,stimulus,
baseline_1,1,corentin,Yes,203,203.8424091339,tap,return
baseline_1,1,corentin,Yes,203,204.0631380081,tap,s
baseline_1,1,corentin,Yes,203,204.5743620396,tap,l
baseline_1,1,corentin,Yes,204,204.5920031071,stimulus,
baseline_1,1,corentin,Yes,205,205.3420200348,stimulus,
baseline_1,1,corentin,Yes,205,205.3657889366,tap,s
baseline_1,1,corentin,Yes,206,206.0920369625,stimulus,
baseline_1,1,corentin,Yes,206,206.1003561020,tap,s
baseline_1,1,corentin,Yes,206,206.7537701130,tap,l
baseline_1,1,corentin,Yes,207,206.8420429230,stimulus,
baseline_1,1,corentin,Yes,207,207.4355931282,tap,l
baseline_1,1,corentin,Yes,208,207.5920710564,stimulus,
baseline_1,1,corentin,Yes,208,208.1782610416,tap,l
baseline_1,1,corentin,Yes,209,208.3420801163,stimulus,
baseline_1,1,corentin,Yes,209,208.9005310535,tap,l
baseline_1,1,corentin,Yes,210,209.0920989513,stimulus,
baseline_1,1,corentin,Yes,210,209.7568681240,tap,s
baseline_1,1,corentin,Yes,211,209.8421089649,stimulus,
baseline_1,1,corentin,Yes,211,210.5766251087,tap,l
baseline_1,1,corentin,Yes,212,210.5921270847,stimulus,
baseline_1,1,corentin,Yes,212,211.3153231144,tap,s
baseline_1,1,corentin,Yes,213,211.3421440125,stimulus,
baseline_1,1,corentin,Yes,214,212.0921599865,stimulus,
baseline_1,1,corentin,Yes,214,212.0944030285,tap,s
baseline_1,1,corentin,Yes,214,212.8250179291,tap,s
baseline_1,1,corentin,Yes,215,212.8422079086,stimulus,
baseline_1,1,corentin,Yes,215,213.4904119968,tap,l
baseline_1,1,corentin,Yes,216,213.5921900272,stimulus,
baseline_1,1,corentin,Yes,216,214.2818500996,tap,s
baseline_1,1,corentin,Yes,217,214.3422670364,stimulus,
baseline_1,1,corentin,Yes,217,215.0447499752,tap,l
baseline_1,1,corentin,Yes,218,215.0922770500,stimulus,
